,CreationDate,Title,Tags
17748,2020-12-02 15:07:07.040,,
17749,2020-12-02 15:45:12.993,,
17750,2020-12-02 15:57:57.257,,
17751,2020-12-02 16:32:20.730,"Are there ""home"" category powered refrigerated plates?",equipment
17751,2020-12-02 16:32:20.730,"Are there ""home"" category powered refrigerated plates?",refrigerator
17752,2020-12-02 16:54:30.067,,
17753,2020-12-02 17:34:18.597,,
17754,2020-12-03 00:45:14.613,Dough loses flexibility and strength once mixed with starter and starts raising,bread
17754,2020-12-03 00:45:14.613,Dough loses flexibility and strength once mixed with starter and starts raising,sourdough
17755,2020-12-03 01:32:22.977,,
17756,2020-12-03 11:06:08.980,Ghee vs. butter in Indian curries,butter
17756,2020-12-03 11:06:08.980,Ghee vs. butter in Indian curries,indian-cuisine
17756,2020-12-03 11:06:08.980,Ghee vs. butter in Indian curries,ghee
17757,2020-12-03 11:21:33.807,,
17758,2020-12-03 12:59:25.677,"Vegetable suet without the palm oil, or an equivalent?",substitutions
17758,2020-12-03 12:59:25.677,"Vegetable suet without the palm oil, or an equivalent?",fats
17758,2020-12-03 12:59:25.677,"Vegetable suet without the palm oil, or an equivalent?",vegetarian
17759,2020-12-03 13:15:18.023,,
17760,2020-12-03 14:02:52.907,Can I bake cookies without baking paper?,baking
17760,2020-12-03 14:02:52.907,Can I bake cookies without baking paper?,substitutions
17760,2020-12-03 14:02:52.907,Can I bake cookies without baking paper?,cookies
17760,2020-12-03 14:02:52.907,Can I bake cookies without baking paper?,non-stick
17761,2020-12-03 14:47:09.470,,
17762,2020-12-03 14:47:20.983,,
17763,2020-12-03 16:07:55.463,,
17764,2020-12-03 16:11:17.567,Stop marzipan drying out during storage (eg. on Battenberg),cake
17764,2020-12-03 16:11:17.567,Stop marzipan drying out during storage (eg. on Battenberg),storage
17765,2020-12-03 16:11:30.047,,
17766,2020-12-03 16:13:49.507,,
17767,2020-12-03 16:31:23.913,,
17768,2020-12-03 19:03:01.857,,
17769,2020-12-03 20:09:50.740,,
17770,2020-12-04 00:28:23.777,,
17771,2020-12-04 07:45:13.780,Can you use woks on an electric induction cooktop in an apartment?,wok
17772,2020-12-04 16:48:04.110,,
17773,2020-12-04 18:18:53.113,,
17774,2020-12-04 19:14:12.823,,
17775,2020-12-04 20:51:33.953,Why would I want to pre-heat a pan before cooking?,temperature
17775,2020-12-04 20:51:33.953,Why would I want to pre-heat a pan before cooking?,pan
17776,2020-12-04 21:40:16.797,White sugar vs refined sugar,sugar
17777,2020-12-04 21:47:36.300,,
17778,2020-12-05 03:05:54.097,,
17779,2020-12-05 03:52:07.887,,
17780,2020-12-05 06:20:15.383,,
17781,2020-12-05 06:58:41.677,,
17782,2020-12-05 08:24:56.490,,
17783,2020-12-05 10:38:33.880,,
17784,2020-12-05 10:43:18.127,How much does a tuppenny loaf weigh?,bread
17784,2020-12-05 10:43:18.127,How much does a tuppenny loaf weigh?,weights
17785,2020-12-05 11:08:01.873,,
17786,2020-12-05 11:47:34.137,,
17787,2020-12-05 12:53:25.263,My pre soy milk preparation curdled on cooking,milk
17787,2020-12-05 12:53:25.263,My pre soy milk preparation curdled on cooking,spoilage
17787,2020-12-05 12:53:25.263,My pre soy milk preparation curdled on cooking,soy
17787,2020-12-05 12:53:25.263,My pre soy milk preparation curdled on cooking,soymilk
17787,2020-12-05 12:53:25.263,My pre soy milk preparation curdled on cooking,soybeans
17788,2020-12-05 13:36:48.500,,
17789,2020-12-05 14:30:26.970,,
17790,2020-12-05 15:19:24.160,,
17791,2020-12-05 16:34:06.713,How long do eggs last at room temperature?,eggs
17791,2020-12-05 16:34:06.713,How long do eggs last at room temperature?,salmonella
17792,2020-12-05 17:46:56.863,Frozen/Defrosted blueberries,baking
17792,2020-12-05 17:46:56.863,Frozen/Defrosted blueberries,food-safety
17792,2020-12-05 17:46:56.863,Frozen/Defrosted blueberries,refrigerator
17792,2020-12-05 17:46:56.863,Frozen/Defrosted blueberries,blueberries
17793,2020-12-05 18:46:27.297,Does salty water become more or less salty after boiled?,salt
17793,2020-12-05 18:46:27.297,Does salty water become more or less salty after boiled?,boiling
17793,2020-12-05 18:46:27.297,Does salty water become more or less salty after boiled?,water
17794,2020-12-05 19:01:31.033,,
17795,2020-12-05 19:07:55.567,,
17796,2020-12-05 19:34:11.003,,
17797,2020-12-05 23:16:30.773,,
17798,2020-12-06 04:57:42.787,"If the supermarket farmed salmon says ""Not for raw consumption"" on the label, can I still use it to make sushi?",japanese-cuisine
17798,2020-12-06 04:57:42.787,"If the supermarket farmed salmon says ""Not for raw consumption"" on the label, can I still use it to make sushi?",sushi
17798,2020-12-06 04:57:42.787,"If the supermarket farmed salmon says ""Not for raw consumption"" on the label, can I still use it to make sushi?",raw
17798,2020-12-06 04:57:42.787,"If the supermarket farmed salmon says ""Not for raw consumption"" on the label, can I still use it to make sushi?",sashimi
17799,2020-12-06 05:23:21.890,,
17800,2020-12-06 06:29:02.890,,
17801,2020-12-06 07:41:47.160,Different ways of making the gravy in butter chicken.. which is better?,chicken
17801,2020-12-06 07:41:47.160,Different ways of making the gravy in butter chicken.. which is better?,food-science
17801,2020-12-06 07:41:47.160,Different ways of making the gravy in butter chicken.. which is better?,butter
17801,2020-12-06 07:41:47.160,Different ways of making the gravy in butter chicken.. which is better?,indian-cuisine
17802,2020-12-06 09:07:55.717,,
17803,2020-12-06 09:54:15.430,Best method of cooking an Almond PearTart decoration/top layer,decorating
17804,2020-12-06 11:42:29.577,,
17805,2020-12-06 15:34:46.757,,
17806,2020-12-06 20:43:12.913,How can I tell if a glass saucepan lid is oven safe?,oven
17806,2020-12-06 20:43:12.913,How can I tell if a glass saucepan lid is oven safe?,sauce-pan
17807,2020-12-06 20:50:35.227,Help identifying a tea,tea
17807,2020-12-06 20:50:35.227,Help identifying a tea,food-identification
17808,2020-12-06 21:27:41.497,Is there an English word for the Spanish pepper called Ñora?,language
17808,2020-12-06 21:27:41.497,Is there an English word for the Spanish pepper called Ñora?,chili-peppers
17808,2020-12-06 21:27:41.497,Is there an English word for the Spanish pepper called Ñora?,spanish-cuisine
17809,2020-12-06 21:48:03.367,What is the optimal height and depth for a hood fan?,smell
17809,2020-12-06 21:48:03.367,What is the optimal height and depth for a hood fan?,gas
17809,2020-12-06 21:48:03.367,What is the optimal height and depth for a hood fan?,searing
17810,2020-12-06 23:04:08.727,Better methods for meal-prepping salads?,salad
17811,2020-12-07 00:34:09.023,,
17812,2020-12-07 02:09:38.673,Are the flames too high in my oven?,oven
17812,2020-12-07 02:09:38.673,Are the flames too high in my oven?,kitchen-safety
17813,2020-12-07 07:24:24.187,,
17814,2020-12-07 11:33:25.057,,
17815,2020-12-07 13:11:40.473,,
17816,2020-12-07 13:54:41.347,,
17817,2020-12-07 16:04:38.863,How long should I cook a 1 lb pork sirloin roast?,pork
17817,2020-12-07 16:04:38.863,How long should I cook a 1 lb pork sirloin roast?,roasting
17818,2020-12-07 16:50:12.163,Does soaking candied fruit in bourbon change the taste?,baking
17818,2020-12-07 16:50:12.163,Does soaking candied fruit in bourbon change the taste?,flavor
17818,2020-12-07 16:50:12.163,Does soaking candied fruit in bourbon change the taste?,cookies
17819,2020-12-07 16:54:59.543,,
17820,2020-12-07 17:10:06.863,Problems deep frying on induction stove,induction
17821,2020-12-07 20:38:05.993,,
17822,2020-12-08 02:12:08.620,"When trying to fry onions, the edges burn instead of the onions frying up",frying
17823,2020-12-08 07:13:10.560,Are there other reasons to not remove the sealant from a granite kitchen counter?,kitchen
17824,2020-12-08 09:58:39.990,Taste difference of bottled beer vs. canned beer,flavor
17825,2020-12-08 10:14:51.253,,
17826,2020-12-08 12:17:05.520,,
17827,2020-12-08 14:46:24.013,,
17828,2020-12-08 18:38:04.703,,
17829,2020-12-08 20:01:09.713,,
17830,2020-12-08 21:10:17.637,,
17831,2020-12-08 21:30:52.287,"Grinding coffee beans in the Olde Time Nut Grinder, now sold by Hampton Farms?",coffee
17831,2020-12-08 21:30:52.287,"Grinding coffee beans in the Olde Time Nut Grinder, now sold by Hampton Farms?",beans
17831,2020-12-08 21:30:52.287,"Grinding coffee beans in the Olde Time Nut Grinder, now sold by Hampton Farms?",grinding
17832,2020-12-08 22:08:53.047,How to determine if refrigerated unopened cocktail sauce is still good?,condiments
17832,2020-12-08 22:08:53.047,How to determine if refrigerated unopened cocktail sauce is still good?,ketchup
17833,2020-12-09 02:59:18.000,How is unsweetened plant-based yogurt possible?,yogurt
17833,2020-12-09 02:59:18.000,How is unsweetened plant-based yogurt possible?,sugar-free
17833,2020-12-09 02:59:18.000,How is unsweetened plant-based yogurt possible?,plant-based
17834,2020-12-09 03:20:16.990,,
17835,2020-12-09 04:04:23.417,,
17836,2020-12-09 13:32:32.553,Can I hang cast iron pots and pans to air dry?,cast-iron
17837,2020-12-09 13:48:39.490,,
17838,2020-12-09 13:57:43.590,,
17839,2020-12-09 16:44:08.177,,
17840,2020-12-09 16:58:43.027,,
17841,2020-12-09 17:14:57.763,,
17842,2020-12-09 21:39:16.277,,
17843,2020-12-09 23:17:21.550,,
17844,2020-12-10 13:50:43.690,,
17845,2020-12-10 15:54:52.180,,
17846,2020-12-10 16:58:54.630,Flambéing wine to cook off alcohol,beef
17846,2020-12-10 16:58:54.630,Flambéing wine to cook off alcohol,wine
17846,2020-12-10 16:58:54.630,Flambéing wine to cook off alcohol,flambe
17847,2020-12-10 18:43:52.127,Should I be reducing salt amounts in recipes if cooking with tap water that has passed through a salt based water softener?,salt
17847,2020-12-10 18:43:52.127,Should I be reducing salt amounts in recipes if cooking with tap water that has passed through a salt based water softener?,water
17848,2020-12-10 18:53:29.033,,
17849,2020-12-10 21:15:25.493,whole spices vs garam masala?,spices
17849,2020-12-10 21:15:25.493,whole spices vs garam masala?,indian-cuisine
17849,2020-12-10 21:15:25.493,whole spices vs garam masala?,curry
17850,2020-12-11 03:08:53.560,,
17851,2020-12-11 03:43:16.447,,
17852,2020-12-11 06:18:38.640,,
17853,2020-12-11 08:51:44.600,,
17854,2020-12-11 13:53:27.447,,
17855,2020-12-11 14:26:41.420,How do you decide when to deviate from baking ratios?,baking
17855,2020-12-11 14:26:41.420,How do you decide when to deviate from baking ratios?,cake
17855,2020-12-11 14:26:41.420,How do you decide when to deviate from baking ratios?,food-science
17855,2020-12-11 14:26:41.420,How do you decide when to deviate from baking ratios?,muffins
17856,2020-12-11 15:43:47.293,Gluten-free replacement for all-purpose flour in fried fish batter?,substitutions
17856,2020-12-11 15:43:47.293,Gluten-free replacement for all-purpose flour in fried fish batter?,frying
17856,2020-12-11 15:43:47.293,Gluten-free replacement for all-purpose flour in fried fish batter?,fish
17856,2020-12-11 15:43:47.293,Gluten-free replacement for all-purpose flour in fried fish batter?,gluten-free
17856,2020-12-11 15:43:47.293,Gluten-free replacement for all-purpose flour in fried fish batter?,batter
17857,2020-12-11 16:31:22.097,,
17858,2020-12-11 16:43:51.740,,
17859,2020-12-11 19:01:17.223,Can copper vessel be boiled?,water
17860,2020-12-11 20:00:30.827,Can I substitute just yolks in a recipe that calls for a whole egg?,substitutions
17860,2020-12-11 20:00:30.827,Can I substitute just yolks in a recipe that calls for a whole egg?,eggs
17860,2020-12-11 20:00:30.827,Can I substitute just yolks in a recipe that calls for a whole egg?,yolk
17861,2020-12-11 20:33:03.790,,
17862,2020-12-11 21:05:00.973,What cultures can be added to pasteurized milk to allow it to clabber like raw milk?,food-safety
17862,2020-12-11 21:05:00.973,What cultures can be added to pasteurized milk to allow it to clabber like raw milk?,milk
17862,2020-12-11 21:05:00.973,What cultures can be added to pasteurized milk to allow it to clabber like raw milk?,dairy
17862,2020-12-11 21:05:00.973,What cultures can be added to pasteurized milk to allow it to clabber like raw milk?,cultured-food
17863,2020-12-11 22:01:06.680,I think my chocolate fudge is seizing?,chocolate
17863,2020-12-11 22:01:06.680,I think my chocolate fudge is seizing?,fudge
17864,2020-12-11 22:25:50.787,Can I use tartaric acid in making Snickerdoodles?,baking
17864,2020-12-11 22:25:50.787,Can I use tartaric acid in making Snickerdoodles?,substitutions
17864,2020-12-11 22:25:50.787,Can I use tartaric acid in making Snickerdoodles?,cookies
17864,2020-12-11 22:25:50.787,Can I use tartaric acid in making Snickerdoodles?,baking-soda
17864,2020-12-11 22:25:50.787,Can I use tartaric acid in making Snickerdoodles?,baking-powder
17865,2020-12-11 23:02:13.653,,
17866,2020-12-12 01:18:38.333,,
17867,2020-12-12 02:45:16.280,,
17868,2020-12-12 02:45:37.157,,
17869,2020-12-12 05:33:45.547,Uses for a sushi mat other than making sushi,equipment
17869,2020-12-12 05:33:45.547,Uses for a sushi mat other than making sushi,sushi
17870,2020-12-12 06:46:31.380,,
17871,2020-12-12 09:25:37.310,,
17872,2020-12-12 10:49:29.950,Cooking and keeping food warm while traveling?,heat
17872,2020-12-12 10:49:29.950,Cooking and keeping food warm while traveling?,food-transport
17873,2020-12-12 10:59:05.963,,
17874,2020-12-12 11:12:01.287,,
17875,2020-12-12 11:35:40.447,,
17876,2020-12-12 11:43:32.817,,
17877,2020-12-12 15:50:28.627,,
17878,2020-12-12 18:22:24.363,,
17879,2020-12-12 18:22:36.280,Low-sodium Thai Dishes,thai-cuisine
17879,2020-12-12 18:22:36.280,Low-sodium Thai Dishes,sodium
17880,2020-12-12 18:35:35.480,,
17881,2020-12-12 18:44:06.127,,
17882,2020-12-12 19:51:04.837,Is there a non-alcoholic beverage that has bubbles like champagne?,carbonation
17883,2020-12-12 20:02:12.953,,
17884,2020-12-12 20:45:23.243,,
17885,2020-12-12 20:56:00.967,,
17886,2020-12-12 21:17:04.687,What should I do if I bought prime rib roast too early?,food-safety
17886,2020-12-12 21:17:04.687,What should I do if I bought prime rib roast too early?,beef
17887,2020-12-12 21:18:54.217,,
17888,2020-12-12 21:47:51.853,Is there any advantage to freezing a cut of meat after putting a rub on it?,roasting
17888,2020-12-12 21:47:51.853,Is there any advantage to freezing a cut of meat after putting a rub on it?,barbecue
17889,2020-12-12 23:45:45.513,,
17890,2020-12-13 00:13:18.847,,
17891,2020-12-13 00:33:16.530,Can a 300W kitchen aid do meat grinding?,stand-mixer
17892,2020-12-13 00:43:07.043,Sea Urchin Roe (uni) -- is a mixed yellow and brownish color okay?,seafood
17892,2020-12-13 00:43:07.043,Sea Urchin Roe (uni) -- is a mixed yellow and brownish color okay?,sushi
17893,2020-12-13 10:45:40.340,,
17894,2020-12-13 11:52:12.103,,
17895,2020-12-13 12:07:20.570,,
17896,2020-12-13 13:34:21.887,,
17897,2020-12-13 14:04:12.260,Shrinking pizza dough,dough
17897,2020-12-13 14:04:12.260,Shrinking pizza dough,pizza
17898,2020-12-13 14:10:39.710,,
17899,2020-12-13 14:20:07.993,Any books that teach the science of Indian cooking?,food-science
17899,2020-12-13 14:20:07.993,Any books that teach the science of Indian cooking?,cookbook
17899,2020-12-13 14:20:07.993,Any books that teach the science of Indian cooking?,indian-cuisine
17900,2020-12-13 15:34:15.580,Where can I find information on a given pan's bottom diameter?,cookware
17900,2020-12-13 15:34:15.580,Where can I find information on a given pan's bottom diameter?,pan
17901,2020-12-13 17:20:50.227,,
17902,2020-12-13 20:33:24.580,Will searing meat before braising it improve the flavor?,flavor
17903,2020-12-13 21:24:30.063,,
17904,2020-12-13 23:16:22.543,Why Is My White Sweet Potato Turning Black?,sweet-potatoes
17905,2020-12-13 23:41:44.483,,
17906,2020-12-14 00:50:35.427,Globe 725L Meat Slicer Gearbox Grease,equipment
17906,2020-12-14 00:50:35.427,Globe 725L Meat Slicer Gearbox Grease,maintenance
17907,2020-12-14 06:01:15.277,,
17908,2020-12-14 08:05:31.000,,
17909,2020-12-14 10:51:03.903,whats biggest joint of lamb I can use in a 3.5L slowcooker,slow-cooking
17909,2020-12-14 10:51:03.903,whats biggest joint of lamb I can use in a 3.5L slowcooker,lamb
17910,2020-12-14 12:42:50.693,,
17911,2020-12-14 13:11:59.020,Why does my pizza dough (and other doughs) go sticky on freezing and defrosting?,freezing
17911,2020-12-14 13:11:59.020,Why does my pizza dough (and other doughs) go sticky on freezing and defrosting?,dough
17911,2020-12-14 13:11:59.020,Why does my pizza dough (and other doughs) go sticky on freezing and defrosting?,pizza
17912,2020-12-14 13:21:15.427,,
17913,2020-12-14 16:15:56.820,,
17914,2020-12-14 16:30:06.053,,
17915,2020-12-14 18:55:29.030,"Fudge already set, can you soften and re-set it?",fudge
17916,2020-12-14 18:55:46.257,,
17917,2020-12-14 23:29:42.923,,
17918,2020-12-15 09:42:26.873,How to make your own Granary® flour from existing ingredients?,bread
17918,2020-12-15 09:42:26.873,How to make your own Granary® flour from existing ingredients?,flour
17919,2020-12-15 13:04:45.557,Can I bake a christmas cake in a cardboard box?,cake
17920,2020-12-15 14:59:52.917,,
17921,2020-12-15 15:17:43.940,,
17922,2020-12-15 15:38:04.687,UHT cream storage - temperature extremes,milk
17922,2020-12-15 15:38:04.687,UHT cream storage - temperature extremes,cream
17922,2020-12-15 15:38:04.687,UHT cream storage - temperature extremes,uht
17923,2020-12-15 17:37:57.723,,
17924,2020-12-15 18:32:56.560,How to use tapioca pearls when making puddings and pies?,substitutions
17924,2020-12-15 18:32:56.560,How to use tapioca pearls when making puddings and pies?,pie
17924,2020-12-15 18:32:56.560,How to use tapioca pearls when making puddings and pies?,pudding
17925,2020-12-15 19:29:54.597,How much salt should I use for dry brining a steak?,salt
17925,2020-12-15 19:29:54.597,How much salt should I use for dry brining a steak?,steak
17926,2020-12-15 20:53:54.807,,
17927,2020-12-15 22:01:44.850,Recommendations on baking sopes?,mexican-cuisine
17928,2020-12-15 22:22:44.023,,
17929,2020-12-15 23:49:09.670,,
17930,2020-12-16 01:38:11.127,,
17931,2020-12-16 05:26:10.700,,
17932,2020-12-16 14:06:40.467,,
17933,2020-12-16 18:22:26.343,Does cauliflower have to be parboiled before cauliflower cheese?,cauliflower
17934,2020-12-16 18:41:53.140,,
17935,2020-12-16 20:38:59.140,,
17936,2020-12-16 21:50:06.283,,
17937,2020-12-17 03:04:46.430,,
17938,2020-12-17 10:00:38.397,,
17939,2020-12-17 13:33:22.727,,
17940,2020-12-17 15:47:34.130,tumeric as coloring for cookies,cookies
17940,2020-12-17 15:47:34.130,tumeric as coloring for cookies,color
17941,2020-12-17 16:25:38.250,Proofing pizza dough with an electric oven,dough
17941,2020-12-17 16:25:38.250,Proofing pizza dough with an electric oven,proofing
17942,2020-12-17 16:33:40.250,,
17943,2020-12-17 16:42:27.760,,
17944,2020-12-17 16:46:49.023,,
17945,2020-12-17 17:24:52.037,,
17946,2020-12-17 18:12:51.833,,
17947,2020-12-17 18:44:50.783,Rye bread in bread machine - crust very rough on top,baking
17947,2020-12-17 18:44:50.783,Rye bread in bread machine - crust very rough on top,yeast
17948,2020-12-17 18:48:05.827,,
17949,2020-12-17 18:59:12.310,Is Manganese Violet suitable as a food coloring?,chemistry
17950,2020-12-17 19:24:04.880,,
17951,2020-12-17 21:06:41.560,,
17952,2020-12-18 00:12:46.833,,
17953,2020-12-18 08:51:50.290,,
17954,2020-12-18 09:28:29.283,,
17955,2020-12-18 10:46:52.520,How to make a very fluffy croissant?,pastry
17956,2020-12-18 14:03:32.893,How can I reconstruct my Grandmother's recipe from just ingredients?,baking
17957,2020-12-18 14:46:37.700,,
17958,2020-12-18 16:12:07.380,Do you fold or blend the olives in a fougasse?,bread
17959,2020-12-18 18:17:37.357,,
17960,2020-12-18 19:35:47.357,Is Light Egg Nog supposed to drink directly without cooking?,eggs
17960,2020-12-18 19:35:47.357,Is Light Egg Nog supposed to drink directly without cooking?,milk
17961,2020-12-18 19:40:38.677,,
17962,2020-12-18 19:44:09.553,,
17963,2020-12-18 20:01:18.690,"Sticky, tacky texture with less sweetness?",sugar
17963,2020-12-18 20:01:18.690,"Sticky, tacky texture with less sweetness?",molecular-gastronomy
17964,2020-12-18 21:21:13.683,How to substitute unsweetened coconut for sweetened coconut?,baking
17964,2020-12-18 21:21:13.683,How to substitute unsweetened coconut for sweetened coconut?,substitutions
17964,2020-12-18 21:21:13.683,How to substitute unsweetened coconut for sweetened coconut?,cookies
17964,2020-12-18 21:21:13.683,How to substitute unsweetened coconut for sweetened coconut?,coconut
17964,2020-12-18 21:21:13.683,How to substitute unsweetened coconut for sweetened coconut?,macaroons
17965,2020-12-19 07:06:59.023,,
17966,2020-12-19 08:02:05.103,,
17967,2020-12-19 11:22:16.667,,
17968,2020-12-19 12:19:58.223,,
17969,2020-12-19 16:12:30.977,Why is this croissant dough not behaving as expected?,baking
17969,2020-12-19 16:12:30.977,Why is this croissant dough not behaving as expected?,pastry
17970,2020-12-19 16:54:08.480,,
17971,2020-12-19 18:19:39.970,,
17972,2020-12-19 20:24:14.427,,
17973,2020-12-19 20:25:24.090,,
17974,2020-12-19 21:11:25.763,Base gravy for British Indian food - is it useful at home?,indian-cuisine
17974,2020-12-19 21:11:25.763,Base gravy for British Indian food - is it useful at home?,restaurant-mimicry
17975,2020-12-19 22:55:53.540,,
17976,2020-12-20 02:58:14.547,Can I use a crêpe pan instead of a comal?,frying-pan
17976,2020-12-20 02:58:14.547,Can I use a crêpe pan instead of a comal?,tortilla
17976,2020-12-20 02:58:14.547,Can I use a crêpe pan instead of a comal?,crepe
17977,2020-12-20 05:41:00.463,,
17978,2020-12-20 07:29:17.233,Why does gelling sugar lose its gelling property after some time?,storage-lifetime
17978,2020-12-20 07:29:17.233,Why does gelling sugar lose its gelling property after some time?,jam
17978,2020-12-20 07:29:17.233,Why does gelling sugar lose its gelling property after some time?,gelling-agents
17979,2020-12-20 09:39:38.653,After few day of plastick bag packing of Tomato sauce increase the size of it and produce gas in plastic bag,sauce
17979,2020-12-20 09:39:38.653,After few day of plastick bag packing of Tomato sauce increase the size of it and produce gas in plastic bag,food-preservation
17979,2020-12-20 09:39:38.653,After few day of plastick bag packing of Tomato sauce increase the size of it and produce gas in plastic bag,tomatoes
17979,2020-12-20 09:39:38.653,After few day of plastick bag packing of Tomato sauce increase the size of it and produce gas in plastic bag,food-processing
17980,2020-12-20 09:59:48.360,Does authentic Italian tiramisu contain large amounts of espresso?,coffee
17980,2020-12-20 09:59:48.360,Does authentic Italian tiramisu contain large amounts of espresso?,dessert
17980,2020-12-20 09:59:48.360,Does authentic Italian tiramisu contain large amounts of espresso?,italian-cuisine
17980,2020-12-20 09:59:48.360,Does authentic Italian tiramisu contain large amounts of espresso?,espresso
17981,2020-12-20 10:09:51.280,,
17982,2020-12-20 11:45:06.507,,
17983,2020-12-20 12:26:05.593,Why Did the Duchess Potato Collapse?,oven
17983,2020-12-20 12:26:05.593,Why Did the Duchess Potato Collapse?,potatoes
17983,2020-12-20 12:26:05.593,Why Did the Duchess Potato Collapse?,mash
17984,2020-12-20 13:13:03.307,,
17985,2020-12-20 13:27:24.050,,
17986,2020-12-20 15:53:45.303,What kind of tray to I need for my combination oven?,oven
17987,2020-12-20 17:31:27.820,What type of salt for sourdough bread baking?,substitutions
17987,2020-12-20 17:31:27.820,What type of salt for sourdough bread baking?,bread
17987,2020-12-20 17:31:27.820,What type of salt for sourdough bread baking?,salt
17987,2020-12-20 17:31:27.820,What type of salt for sourdough bread baking?,sourdough
17988,2020-12-20 17:56:18.750,,
17989,2020-12-20 18:01:27.030,,
17990,2020-12-20 18:03:59.927,,
17991,2020-12-20 19:24:24.347,,
17992,2020-12-20 19:31:10.257,Pumpkin Nitro Mousse?,equipment
17992,2020-12-20 19:31:10.257,Pumpkin Nitro Mousse?,whipped-cream
17992,2020-12-20 19:31:10.257,Pumpkin Nitro Mousse?,mousse
17993,2020-12-20 20:57:35.710,,
17994,2020-12-20 21:12:56.740,,
17995,2020-12-20 22:58:35.917,How to make low carb crispy fried cauliflower?,vegetables
17995,2020-12-20 22:58:35.917,How to make low carb crispy fried cauliflower?,deep-frying
17995,2020-12-20 22:58:35.917,How to make low carb crispy fried cauliflower?,low-carb
17995,2020-12-20 22:58:35.917,How to make low carb crispy fried cauliflower?,keto
17996,2020-12-20 23:11:20.273,"I found a tamarind that was mostly powder, how do I avoid buying these?",fruit
17996,2020-12-20 23:11:20.273,"I found a tamarind that was mostly powder, how do I avoid buying these?",indian-cuisine
17997,2020-12-20 23:25:11.447,,
17998,2020-12-20 23:52:30.073,,
17999,2020-12-21 00:19:01.330,,
18000,2020-12-21 02:03:30.543,Vegan crepes that don't fall apart when turning,substitutions
18000,2020-12-21 02:03:30.543,Vegan crepes that don't fall apart when turning,vegan
18000,2020-12-21 02:03:30.543,Vegan crepes that don't fall apart when turning,crepe
18001,2020-12-21 03:37:07.997,,
18002,2020-12-21 04:18:53.197,,
18003,2020-12-21 04:34:22.830,,
18004,2020-12-21 09:33:52.870,"I want to halve a cream cheese cake recipe, how do I adjust the pan size, so I can keep the same cake height?",baking
18005,2020-12-21 09:46:47.997,,
18006,2020-12-21 10:00:32.260,,
18007,2020-12-21 13:52:58.787,,
18008,2020-12-21 14:15:40.040,What can I use in place of shiitake mushrooms?,substitutions
18008,2020-12-21 14:15:40.040,What can I use in place of shiitake mushrooms?,stock
18008,2020-12-21 14:15:40.040,What can I use in place of shiitake mushrooms?,broth
18008,2020-12-21 14:15:40.040,What can I use in place of shiitake mushrooms?,mushrooms
18009,2020-12-21 14:43:38.010,,
18010,2020-12-21 15:02:05.763,,
18011,2020-12-21 15:19:51.040,Does fruitcake made with alcohol stay alcoholic after aging?,food-preservation
18011,2020-12-21 15:19:51.040,Does fruitcake made with alcohol stay alcoholic after aging?,alcohol
18012,2020-12-21 15:29:40.127,,
18013,2020-12-21 16:59:07.633,,
18014,2020-12-21 18:04:00.163,How to reheat sauce made from cream reduction,sauce
18014,2020-12-21 18:04:00.163,How to reheat sauce made from cream reduction,cream
18014,2020-12-21 18:04:00.163,How to reheat sauce made from cream reduction,reheating
18015,2020-12-21 19:19:52.070,,
18016,2020-12-21 19:41:06.070,,
18017,2020-12-21 22:27:05.093,,
18018,2020-12-21 22:29:14.330,Is it safe to lower the gas on a dual ring burner so that only the inner ring is lit?,stove
18018,2020-12-21 22:29:14.330,Is it safe to lower the gas on a dual ring burner so that only the inner ring is lit?,gas
18019,2020-12-22 02:31:17.427,,
18020,2020-12-22 03:29:25.133,"When mixing eggnog with brandy, which is poured first?",alcohol
18020,2020-12-22 03:29:25.133,"When mixing eggnog with brandy, which is poured first?",molecular-gastronomy
18021,2020-12-22 07:12:39.460,,
18022,2020-12-22 09:28:37.740,,
18023,2020-12-22 10:03:22.247,,
18024,2020-12-22 16:58:20.770,I have tenderloin for beef Wellington that I'll make in 3 days - how do I store the meat?,beef
18024,2020-12-22 16:58:20.770,I have tenderloin for beef Wellington that I'll make in 3 days - how do I store the meat?,storage
18025,2020-12-22 17:48:49.747,,
18026,2020-12-22 18:25:28.930,How long can a virus (e.g. SARS-COV2) survive in food?,food-safety
18026,2020-12-22 18:25:28.930,How long can a virus (e.g. SARS-COV2) survive in food?,dessert
18026,2020-12-22 18:25:28.930,How long can a virus (e.g. SARS-COV2) survive in food?,safety
18027,2020-12-22 19:02:51.677,,
18028,2020-12-23 01:39:26.250,,
18029,2020-12-23 03:59:51.547,When is granular erythritol as good as powdered?,sweeteners
18030,2020-12-23 04:22:42.083,Detergent fragrance tasting bread,food-safety
18031,2020-12-23 04:44:05.530,Should I seal my hot leftovers before putting them in the fridge?,food-safety
18031,2020-12-23 04:44:05.530,Should I seal my hot leftovers before putting them in the fridge?,lid
18032,2020-12-23 05:27:04.323,,
18033,2020-12-23 09:07:40.553,,
18034,2020-12-23 10:42:01.883,How to crack walnuts?,equipment
18034,2020-12-23 10:42:01.883,How to crack walnuts?,nuts
18035,2020-12-23 11:26:06.303,,
18036,2020-12-23 11:33:39.307,,
18037,2020-12-23 11:52:02.307,,
18038,2020-12-23 11:53:32.357,,
18039,2020-12-23 12:06:31.870,,
